step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
134,TRANSFER,453.83,C1001152,20855.91,20402.08,C1000437,10381.94,10835.77,0,0
135,PAYMENT,298.2,C1000317,48058.35,47760.15,M2000258,258664.56,258962.76,0,0
135,CASH_OUT,234.55,C1000154,26160.64,25926.09,C1001065,32475.48,32710.03,0,0
136,CASH_OUT,339.89,C1000000,7094.97,6755.08,C1000162,38106.22,38446.11,0,0
137,CASH_OUT,50000.0,C1000272,25653.73,0,C1001313,45614.42,45614.42,1,0
137,DEBIT,74.44,C1000674,15901.49,15827.05,M2000128,311472.43,311546.87,0,0
138,PAYMENT,2690.97,C1001085,13615.78,10924.81,M2000239,177261.24,179952.21,0,0
138,CASH_OUT,99.75,C1000766,18870.48,18770.73,C1000848,42938.35,43038.1,0,0
138,CASH_IN,496.25,M2000201,137781.32,137285.07,C1000227,2168.59,2664.84,0,0
138,PAYMENT,2264.26,C1000567,38995.34,36731.08,M2000220,49595.53,51859.79,0,0
139,CASH_IN,288.48,M2000105,462213.81,461925.33,C1000683,14111.54,14400.02,0,0
139,DEBIT,612.8,C1001145,9111.74,8498.94,M2000260,427029.54,427642.34,0,0
139,PAYMENT,157.7,C1000989,40061.39,39903.69,M2000094,16314.88,16472.58,0,0
139,CASH_OUT,65.01,C1000992,37502.83,37437.82,C1000887,13378.68,13443.69,0,0
139,PAYMENT,340.77,C1000689,15240.13,14899.36,M2000033,507155.1,507495.87,0,0
139,CASH_OUT,695.1,C1001309,15454.21,14759.11,C1000929,45497.3,46192.4,0,0
139,TRANSFER,275.38,C1001143,3989.67,3714.29,C1000856,9366.01,9641.39,0,0
140,CASH_IN,181.4,M2000255,124735.66,124554.26,C1000788,25043.99,25225.39,0,0
140,CASH_OUT,2140.35,C1000391,1284.62,0,C1001399,50077.66,52218.01,0,0
140,PAYMENT,121.58,C1000987,36159.48,36037.9,M2000041,412579.79,412701.37,0,0
140,TRANSFER,16101.11,C1000572,599.06,0,C1000149,352469.42,368570.53,0,0
141,PAYMENT,774.51,C1000179,17801.22,17026.71,M2000253,54078.99,54853.5,0,0
141,TRANSFER,108.95,C1000572,4488.56,4379.61,C1000225,10142.87,10251.82,0,0
141,CASH_IN,430.8,M2000235,304465.09,304034.29,C1001430,16355.87,16786.67,0,0
141,CASH_OUT,1951.17,C1000844,44250.18,42299.01,C1000968,673.65,2624.82,0,0
141,TRANSFER,347.73,C1000174,10085.42,9737.69,C1000832,14543.97,14891.7,0,0
141,TRANSFER,507.63,C1000316,15301.1,14793.47,C1000252,6456.66,6964.29,0,0
141,CASH_OUT,484.2,C1001099,530.48,46.28,C1001492,34846.56,35330.76,0,0
141,CASH_OUT,112.62,C1000965,19878.15,19765.53,C1001389,45761.32,45873.94,0,0
141,PAYMENT,252.11,C1000026,28808.62,28556.51,M2000224,310179.06,310431.17,0,0
141,PAYMENT,205.19,C1000586,33113.29,32908.1,M2000136,485463.37,485668.56,0,0
142,CASH_IN,759.46,M2000147,328964.04,328204.58,C1000144,10658.14,11417.6,0,0
142,CASH_OUT,11.07,C1000659,49333.73,49322.66,C1001084,35859.91,35870.98,0,0
142,CASH_IN,1169.58,M2000272,264383.41,263213.83,C1000612,37399.99,38569.57,0,0
142,TRANSFER,31540.87,C1000046,48171.42,16630.55,C1001101,277778.89,309319.76,0,0
143,PAYMENT,252.92,C1001269,33419.31,33166.39,M2000013,460420.2,460673.12,0,0
143,DEBIT,102.58,C1000353,4128.98,4026.4,M2000204,264824.69,264927.27,0,0
143,CASH_IN,121.25,M2000240,496911.71,496790.46,C1000179,16277.79,16399.04,0,0
143,CASH_OUT,318.66,C1000050,29254.43,28935.77,C1000730,22603.91,22922.57,0,0
143,PAYMENT,427.48,C1000410,2274.88,1847.4,M2000122,324760.99,325188.47,0,0
143,CASH_OUT,322.8,C1000388,50782.23,50459.43,C1000057,1886.71,2209.51,0,0
144,PAYMENT,134.96,C1001047,30961.0,30826.04,M2000085,333104.61,333239.57,0,0
144,CASH_IN,1780.36,M2000241,192858.51,191078.15,C1000156,17380.62,19160.98,0,0
144,PAYMENT,2599.7,C1000089,18586.51,15986.81,M2000262,138358.47,140958.17,0,0
144,TRANSFER,76.6,C1000915,45539.18,45462.58,C1000420,0,76.6,0,0
144,CASH_IN,929.36,M2000209,160744.59,159815.23,C1000365,12522.0,13451.36,0,0
145,TRANSFER,1122.42,C1001132,47171.11,46048.69,C1000567,38201.94,39324.36,0,0
145,CASH_IN,1705.89,M2000203,169976.4,168270.51,C1000190,17528.34,19234.23,0,0
145,PAYMENT,100.11,C1000976,19171.28,19071.17,M2000153,83029.07,83129.18,0,0
145,PAYMENT,159.08,C1001408,40071.38,39912.3,M2000101,144968.49,145127.57,0,0
145,TRANSFER,122.44,C1000242,4368.0,4245.56,C1000652,5231.4,5353.84,0,0
146,TRANSFER,710.26,C1000322,4661.03,3950.77,C1000614,13876.87,14587.13,0,0
146,CASH_IN,236.23,M2000278,15416.51,15180.28,C1000031,46160.18,46396.41,0,0
146,CASH_OUT,117.91,C1000068,46860.57,46742.66,C1000468,3892.04,4009.95,0,0
146,PAYMENT,76.65,C1001246,40136.86,40060.21,M2000095,341003.98,341080.63,0,0
146,PAYMENT,521.58,C1000424,18205.16,17683.58,M2000083,303618.28,304139.86,0,0
146,TRANSFER,16946.35,C1000973,41922.06,0.0,C1000193,324677.14,324677.14,1,0
147,TRANSFER,5489.67,C1000689,18825.79,13336.12,C1000717,30008.29,35497.96,0,0
147,PAYMENT,371.52,C1000187,30707.98,30336.46,M2000282,226696.13,227067.65,0,0
147,TRANSFER,1958.37,C1000979,18676.95,16718.58,C1000689,13336.12,15294.49,0,0
147,TRANSFER,64.07,C1000215,46904.64,46840.57,C1000749,7562.61,7626.68,0,0
147,PAYMENT,3252.49,C1000496,18599.46,15346.97,M2000082,340905.41,344157.9,0,0
147,PAYMENT,776.89,C1001426,40059.45,39282.56,M2000237,76276.54,77053.43,0,0
147,CASH_OUT,254.71,C1000100,30685.72,30431.01,C1001031,47728.14,47982.85,0,0
148,PAYMENT,4140.04,C1001135,31975.36,27835.32,M2000148,402948.25,407088.29,0,0
148,CASH_IN,1082.21,M2000023,437152.67,436070.46,C1001246,40854.43,41936.64,0,0
148,CASH_IN,249.2,M2000009,333031.85,332782.65,C1000178,33398.25,33647.45,0,0
148,CASH_OUT,248.78,C1000612,38455.19,38206.41,C1000519,4970.0,5218.78,0,0
148,CASH_OUT,297806.01,C1001000,14750.14,0,C1001211,31346.72,31346.72,1,1
148,CASH_IN,708.4,M2000062,21239.06,20530.66,C1001058,11306.42,12014.82,0,0
149,CASH_IN,98.67,M2000079,360380.66,360281.99,C1001360,46234.98,46333.65,0,0
150,TRANSFER,482.73,C1000407,16564.08,16081.35,C1000173,22936.7,23419.43,0,0
150,CASH_IN,546.65,M2000023,443519.94,442973.29,C1001439,28310.69,28857.34,0,0
150,PAYMENT,935.89,C1001003,34463.63,33527.74,M2000194,201912.87,202848.76,0,0
150,CASH_IN,2364.19,M2000216,253638.82,251274.63,C1001269,31055.12,33419.31,0,0
150,PAYMENT,1006.67,C1001006,41735.29,40728.62,M2000225,93060.06,94066.73,0,0
150,CASH_OUT,562.73,C1000560,47079.05,46516.32,C1000336,7074.31,7637.04,0,0
150,CASH_OUT,2616.7,C1000760,23100.74,20484.04,C1001467,10296.47,12913.17,0,0
150,PAYMENT,2101.09,C1001187,46566.51,44465.42,M2000120,443359.56,445460.65,0,0
150,TRANSFER,9739.23,C1000308,22615.66,0.0,C1001033,19485.21,19485.21,1,0
151,PAYMENT,421.12,C1000784,39595.04,39173.92,M2000231,463492.71,463913.83,0,0
151,TRANSFER,220873.23,C1001107,21169.83,0,C1001043,7736.67,7736.67,1,1
151,TRANSFER,28126.16,C1000663,15462.19,0.0,C1000841,23889.78,52015.94,1,0
152,DEBIT,50.02,C1001052,48314.88,48264.86,M2000137,90372.6,90422.62,0,0
152,PAYMENT,808.21,C1001428,18219.88,17411.67,M2000013,457064.15,457872.36,0,0
152,CASH_IN,316.0,M2000164,167390.36,167074.36,C1001113,25674.51,25990.51,0,0
152,CASH_IN,67.61,M2000164,167074.36,167006.75,C1000442,22360.0,22427.61,0,0
152,PAYMENT,785.39,C1001367,11435.39,10650.0,M2000023,443938.61,444724.0,0,0
152,TRANSFER,34162.06,C1001200,13569.51,0.0,C1000119,8263.56,42425.62,1,0
152,TRANSFER,48612.06,C1001045,6214.06,0.0,C1000443,13453.32,13453.32,1,0
153,PAYMENT,1683.37,C1000924,39711.17,38027.8,M2000283,329732.56,331415.93,0,0
153,PAYMENT,664.19,C1001341,21910.18,21245.99,M2000279,107486.33,108150.52,0,0
153,PAYMENT,1343.51,C1000844,42299.01,40955.5,M2000252,357175.37,358518.88,0,0
153,CASH_IN,95.97,M2000294,472802.85,472706.88,C1001245,8365.32,8461.29,0,0
153,CASH_OUT,1203.22,C1001367,12638.61,11435.39,C1000221,5810.48,7013.7,0,0
153,CASH_OUT,1029.53,C1000592,31361.54,30332.01,C1000318,6554.22,7583.75,0,0
153,TRANSFER,97.57,C1001031,47921.35,47823.78,C1000301,8789.84,8887.41,0,0
153,TRANSFER,56666.09,C1000076,12670.0,0,C1000753,29416.32,86082.41,1,0
154,TRANSFER,105.05,C1001282,23351.58,23246.53,C1001145,9006.69,9111.74,0,0
154,CASH_IN,111.92,M2000030,87688.06,87576.14,C1000797,39299.74,39411.66,0,0
154,PAYMENT,409.0,C1001197,39964.54,39555.54,M2000228,289194.1,289603.1,0,0
154,TRANSFER,58939.69,C1000443,13453.32,0.0,C1000076,12670.0,12670.0,1,0
155,CASH_OUT,59.8,C1000182,5556.78,5496.98,C1000602,12582.24,12642.04,0,0
155,CASH_OUT,330.86,C1001082,3651.6,3320.74,C1000374,22629.25,22960.11,0,0
155,TRANSFER,75.39,C1000089,19206.34,19130.95,C1000452,39974.72,40050.11,0,0
155,PAYMENT,1578.45,C1000802,20863.08,19284.63,M2000066,358882.18,360460.63,0,0
155,TRANSFER,1087.22,C1000386,25355.37,24268.15,C1001349,42525.4,43612.62,0,0
155,PAYMENT,372.23,C1000087,48890.01,48517.78,M2000180,273377.93,273750.16,0,0
155,PAYMENT,121.34,C1000257,36894.64,36773.3,M2000240,496790.46,496911.8,0,0
156,CASH_IN,1524.42,M2000016,136796.76,135272.34,C1001483,36588.04,38112.46,0,0
156,TRANSFER,54839.63,C1000753,29416.32,0,C1001200,13569.51,13569.51,1,0
157,TRANSFER,227453.89,C1000461,22843.62,0.0,C1000021,28774.62,256228.51,1,1
157,PAYMENT,599.89,C1000532,48083.88,47483.99,M2000093,219349.6,219949.49,0,0
157,CASH_OUT,203.72,C1000763,11533.15,11329.43,C1000757,31394.16,31597.88,0,0
158,PAYMENT,338.91,C1000223,7392.91,7054.0,M2000162,231122.04,231460.95,0,0
158,PAYMENT,269.71,C1000560,48373.32,48103.61,M2000063,439707.82,439977.53,0,0
158,CASH_OUT,1148.97,C1000293,31863.04,30714.07,C1001397,48382.13,49531.1,0,0
158,DEBIT,148.63,C1001135,27406.27,27257.64,M2000081,42937.23,43085.86,0,0
158,DEBIT,91.45,C1001231,20591.32,20499.87,M2000284,242564.97,242656.42,0,0
158,TRANSFER,96.46,C1000996,35358.33,35261.87,C1000109,47618.37,47714.83,0,0
158,CASH_OUT,580.5,C1000730,23184.41,22603.91,C1000573,46706.53,47287.03,0,0
158,DEBIT,237.38,C1000783,37752.4,37515.02,M2000141,237375.76,237613.14,0,0
158,PAYMENT,1930.62,C1001156,47915.38,45984.76,M2000110,385199.34,387129.96,0,0
159,CASH_OUT,213.5,C1000585,36752.95,36539.45,C1000808,24457.88,24671.38,0,0
159,TRANSFER,1101.19,C1000080,7272.46,6171.27,C1000625,15517.61,16618.8,0,0
159,TRANSFER,51074.04,C1000119,8263.56,0.0,C1001045,6214.06,6214.06,1,0
159,TRANSFER,36682.03,C1000726,8208.76,0.0,C1000915,45462.58,45462.58,1,0
160,TRANSFER,192835.9,C1001487,25131.52,0.0,C1000882,33369.31,33369.31,1,0
160,CASH_OUT,614.3,C1000376,32680.25,32065.95,C1001118,24157.3,24771.6,0,0
160,TRANSFER,2378.37,C1000770,40077.7,37699.33,C1000091,5406.51,7784.88,0,0
160,CASH_IN,501.29,M2000004,81499.23,80997.94,C1001378,47486.8,47988.09,0,0
160,CASH_OUT,552.48,C1000164,10494.5,9942.02,C1000968,1176.48,1728.96,0,0
160,CASH_OUT,215.79,C1000103,41863.79,41648.0,C1000155,45392.28,45608.07,0,0
160,PAYMENT,552.31,C1001409,9202.06,8649.75,M2000209,159815.23,160367.54,0,0
160,CASH_OUT,32025.59,C1000915,45462.58,0.0,C1001262,32145.13,32145.13,1,0
161,CASH_IN,327.56,M2000263,363148.64,362821.08,C1001088,3278.46,3606.02,0,0
161,CASH_OUT,104.04,C1001316,23463.86,23359.82,C1000570,27930.57,28034.61,0,0
161,PAYMENT,410.6,C1000211,32697.18,32286.58,M2000118,26120.22,26530.82,0,0
161,CASH_OUT,150.32,C1000373,12388.44,12238.12,C1001130,45323.49,45473.81,0,0
161,PAYMENT,3408.15,C1000354,33542.16,30134.01,M2000292,448110.89,451519.04,0,0
161,CASH_OUT,74517.63,C1000308,22615.66,0.0,C1000475,37560.29,37560.29,1,0
161,CASH_OUT,34849.23,C1000098,22271.19,0,C1001350,25550.15,25550.15,1,0
161,TRANSFER,26907.86,C1000302,32870.16,5962.3,C1001101,229326.65,256234.51,0,0
162,PAYMENT,1272.64,C1000890,21183.35,19910.71,M2000161,124488.54,125761.18,0,0
162,CASH_OUT,653.29,C1000126,3980.62,3327.33,C1000653,38680.56,39333.85,0,0
162,PAYMENT,675.63,C1000498,5528.2,4852.57,M2000024,180185.95,180861.58,0,0
162,TRANSFER,1565.82,C1000085,16406.3,14840.48,C1001198,46194.61,47760.43,0,0
162,TRANSFER,984.35,C1000143,26073.89,25089.54,C1001186,9441.22,10425.57,0,0
163,PAYMENT,349.86,C1000495,24379.82,24029.96,M2000144,173603.92,173953.78,0,0
163,TRANSFER,2555.23,C1001102,45631.23,43076.0,C1000441,35859.72,38414.95,0,0
163,TRANSFER,203.37,C1001195,9282.27,9078.9,C1000032,18398.33,18601.7,0,0
163,PAYMENT,142.45,C1000406,16664.23,16521.78,M2000254,165942.57,166085.02,0,0
163,TRANSFER,545.59,C1001038,40847.58,40301.99,C1000582,20606.25,21151.84,0,0
164,PAYMENT,405.19,C1001275,2177.26,1772.07,M2000230,114655.72,115060.91,0,0
164,PAYMENT,1007.52,C1000305,49706.59,48699.07,M2000056,95213.12,96220.64,0,0
164,PAYMENT,589.76,C1001440,16572.69,15982.93,M2000213,433727.93,434317.69,0,0
164,PAYMENT,125.29,C1000944,0,0,M2000117,35533.93,35659.22,0,0
165,CASH_IN,839.12,M2000013,457872.36,457033.24,C1000045,17431.76,18270.88,0,0
165,CASH_IN,358.92,M2000276,59517.82,59158.9,C1000316,14884.69,15243.61,0,0
165,TRANSFER,386.07,C1000854,1214.6,828.53,C1000763,11147.08,11533.15,0,0
165,TRANSFER,56.14,C1000684,45913.93,45857.79,C1000522,17627.65,17683.79,0,0
165,PAYMENT,86.16,C1001126,50316.89,50230.73,M2000167,466270.86,466357.02,0,0
166,TRANSFER,209.57,C1000836,12956.86,12747.29,C1001478,45320.44,45530.01,0,0
166,CASH_OUT,1457.2,C1000146,17910.52,16453.32,C1001364,35976.2,37433.4,0,0
166,PAYMENT,84.56,C1000617,29282.84,29198.28,M2000043,386485.08,386569.64,0,0
166,TRANSFER,547.66,C1000119,8811.22,8263.56,C1000202,36523.24,37070.9,0,0
167,PAYMENT,527.7,C1000286,33722.19,33194.49,M2000102,288804.97,289332.67,0,0
167,CASH_IN,302.11,M2000166,87067.42,86765.31,C1000058,4450.69,4752.8,0,0
167,PAYMENT,443.89,C1001366,10390.67,9946.78,M2000102,289189.78,289633.67,0,0
167,PAYMENT,211.84,C1001173,5032.55,4820.71,M2000120,443147.72,443359.56,0,0
167,PAYMENT,68.76,C1000096,9625.62,9556.86,M2000002,247477.8,247546.56,0,0
168,CASH_OUT,189.74,C1001290,13694.03,13504.29,C1001101,5543.4,5733.14,0,0
168,TRANSFER,38402.81,C1001499,50040.06,11637.25,C1001101,25420.46,63823.27,0,0
168,TRANSFER,21544.38,C1001334,33120.1,11575.72,C1001101,256234.51,277778.89,0,0
168,TRANSFER,16646.46,C1000927,41945.97,0.0,C1000193,177351.56,177351.56,1,0
169,PAYMENT,158.5,C1000581,10258.09,10099.59,M2000261,192072.1,192230.6,0,0
169,CASH_OUT,667.47,C1000788,25225.39,24557.92,C1000436,24962.44,25629.91,0,0
169,PAYMENT,813.87,C1000571,10570.07,9756.2,M2000065,163995.64,164809.51,0,0
169,TRANSFER,1452.11,C1000545,2065.28,613.17,C1000758,20618.07,22070.18,0,0
169,TRANSFER,781.13,C1000552,46308.07,45526.94,C1000669,36724.48,37505.61,0,0
169,TRANSFER,14625.89,C1001450,29543.25,0.0,C1000149,280128.48,280128.48,1,0
170,TRANSFER,96.47,C1000709,44875.57,44779.1,C1000125,30879.99,30976.46,0,0
170,CASH_OUT,6739.2,C1000161,31954.07,25214.87,C1001491,51077.41,57816.61,0,0
171,TRANSFER,727.98,C1000242,6972.78,6244.8,C1000362,10555.33,11283.31,0,0
171,TRANSFER,1014.21,C1000310,18614.65,17600.44,C1000042,4123.44,5137.65,0,0
171,PAYMENT,782.18,C1000762,3395.64,2613.46,M2000209,152581.48,153363.66,0,0
171,PAYMENT,1828.66,C1000254,34275.4,32446.74,M2000272,262748.14,264576.8,0,0
171,PAYMENT,99.72,C1000142,35537.62,35437.9,M2000021,172839.32,172939.04,0,0
171,CASH_IN,8981.57,M2000203,170818.21,161836.64,C1000027,25072.52,34054.09,0,0
172,TRANSFER,370.25,C1000238,40200.03,39829.78,C1000025,32313.31,32683.56,0,0
172,PAYMENT,1544.84,C1001234,37650.66,36105.82,M2000010,178508.8,180053.64,0,0
172,PAYMENT,962.41,C1001388,3963.4,3000.99,M2000127,419897.79,420860.2,0,0
172,CASH_IN,1261.76,M2000049,341117.37,339855.61,C1000850,499.49,1761.25,0,0
172,PAYMENT,1780.46,C1000124,49613.73,47833.27,M2000145,147258.56,149039.02,0,0
172,CASH_OUT,193.78,C1001493,10339.98,10146.2,C1001083,6833.01,7026.79,0,0
173,CASH_OUT,691.17,C1000738,4497.77,3806.6,C1000094,1097.12,1788.29,0,0
173,DEBIT,657.47,C1000669,39629.12,38971.65,M2000011,394091.01,394748.48,0,0
173,TRANSFER,16203.93,C1000808,24387.53,8183.6,C1000152,5005.02,21208.95,1,0
173,TRANSFER,15894.34,C1000061,2827.54,0,C1001101,369653.79,385548.13,0,0
174,CASH_IN,402.83,M2000267,38787.96,38385.13,C1001485,15784.05,16186.88,0,0
174,PAYMENT,503.29,C1000964,19766.0,19262.71,M2000236,308476.03,308979.32,0,0
175,PAYMENT,131.09,C1000373,12519.53,12388.44,M2000110,382862.95,382994.04,0,0
175,PAYMENT,331.0,C1001098,3545.66,3214.66,M2000230,117589.75,117920.75,0,0
175,TRANSFER,125.66,C1001483,38112.46,37986.8,C1000102,6711.83,6837.49,0,0
175,TRANSFER,157871.96,C1001057,36680.19,0.0,C1000397,20770.19,20770.19,1,0
176,CASH_OUT,238.15,C1000847,19006.88,18768.73,C1001355,43713.15,43951.3,0,0
176,CASH_OUT,46.34,C1000069,9372.29,9325.95,C1000080,6171.27,6217.61,0,0
177,CASH_OUT,942.27,C1000894,22015.99,21073.72,C1000387,7416.08,8358.35,0,0
177,PAYMENT,2274.32,C1000992,39777.15,37502.83,M2000118,26530.82,28805.14,0,0
178,CASH_IN,388.09,M2000228,288420.23,288032.14,C1001490,21577.8,21965.89,0,0
178,CASH_IN,113.08,M2000063,439977.53,439864.45,C1000957,19796.91,19909.99,0,0
178,PAYMENT,641.45,C1000395,3131.41,2489.96,M2000049,340676.83,341318.28,0,0
178,TRANSFER,25.49,C1001103,6900.29,6874.8,C1000601,28138.42,28163.91,0,0
178,PAYMENT,231.42,C1001111,23896.09,23664.67,M2000087,404462.51,404693.93,0,0
178,PAYMENT,116.67,C1001163,0,0,M2000218,198998.45,199115.12,0,0
178,TRANSFER,28691.75,C1000663,15462.19,0,C1001043,7774.0,7774.0,1,0
178,TRANSFER,49056.74,C1000808,24387.53,0.0,C1001044,17176.96,17176.96,1,0
179,PAYMENT,30.45,C1000200,4794.12,4763.67,M2000021,175197.49,175227.94,0,0
179,CASH_IN,169.21,M2000042,242776.02,242606.81,C1000016,26987.38,27156.59,0,0
179,PAYMENT,4695.57,C1001404,40267.3,35571.73,M2000276,58978.25,63673.82,0,0
179,CASH_OUT,208.28,C1000866,1267.47,1059.19,C1000802,19773.59,19981.87,0,0
179,PAYMENT,529.48,C1001087,48373.2,47843.72,M2000137,91039.23,91568.71,0,0
179,CASH_OUT,1628.64,C1001055,44722.21,43093.57,C1000931,29390.23,31018.87,0,0
180,TRANSFER,427.49,C1000282,22652.65,22225.16,C1000369,1412.48,1839.97,0,0
180,PAYMENT,321.64,C1001037,27017.21,26695.57,M2000096,493457.63,493779.27,0,0
180,CASH_IN,447.37,M2000121,347143.0,346695.63,C1000338,9575.53,10022.9,0,0
180,TRANSFER,1439.23,C1000056,39946.15,38506.92,C1001480,11678.83,13118.06,0,0
180,PAYMENT,525.89,C1000760,23626.63,23100.74,M2000140,391401.29,391927.18,0,0
180,PAYMENT,570.14,C1001388,3000.99,2430.85,M2000270,462718.94,463289.08,0,0
180,TRANSFER,708.55,C1001047,31264.31,30555.76,C1000845,11134.27,11842.82,0,0
181,CASH_OUT,276.45,C1000693,18434.83,18158.38,C1000128,19123.35,19399.8,0,0
181,CASH_OUT,710.6,C1000875,30478.26,29767.66,C1000847,18768.73,19479.33,0,0
181,CASH_IN,2074.64,M2000218,199072.86,196998.22,C1000692,34170.93,36245.57,0,0
181,TRANSFER,33340.86,C1000808,24387.53,0.0,C1001073,15683.36,49024.22,1,0
182,CASH_IN,932.7,M2000279,108541.25,107608.55,C1000616,25158.22,26090.92,0,0
182,CASH_OUT,535.85,C1001116,50786.88,50251.03,C1000701,38409.93,38945.78,0,0
182,PAYMENT,1065.46,C1000659,47217.17,46151.71,M2000109,84503.29,85568.75,0,0
182,PAYMENT,443.58,C1001010,33930.45,33486.87,M2000191,486461.22,486904.8,0,0
183,PAYMENT,470.66,C1000780,5809.44,5338.78,M2000129,164976.95,165447.61,0,0
183,PAYMENT,570.1,C1001154,17883.16,17313.06,M2000223,147394.11,147964.21,0,0
183,TRANSFER,72.13,C1000755,29303.47,29231.34,C1000460,19695.06,19767.19,0,0
184,CASH_IN,116.94,M2000141,231709.28,231592.34,C1000832,14427.03,14543.97,0,0
185,PAYMENT,45.48,C1000888,49417.82,49372.34,M2000063,437241.82,437287.3,0,0
185,CASH_OUT,3285.77,C1000905,5396.84,2111.07,C1001498,36292.13,39577.9,0,0
185,PAYMENT,2730.88,C1001063,2623.02,0,M2000021,170108.44,172839.32,0,0
185,PAYMENT,624.19,C1000226,43511.11,42886.92,M2000058,437336.87,437961.06,0,0
185,CASH_OUT,286.19,C1001138,46029.6,45743.41,C1000323,13539.08,13825.27,0,0
185,PAYMENT,411.37,C1000417,32047.27,31635.9,M2000039,63790.29,64201.66,0,0
186,PAYMENT,3650.23,C1001030,42985.3,39335.07,M2000122,316666.57,320316.8,0,0
186,DEBIT,1669.99,C1001259,44831.82,43161.83,M2000098,120471.71,122141.7,0,0
186,PAYMENT,301.09,C1001370,8056.0,7754.91,M2000297,415110.53,415411.62,0,0
187,CASH_IN,177.64,M2000236,308274.17,308096.53,C1000051,39560.16,39737.8,0,0
187,CASH_IN,1268.26,M2000117,35803.82,34535.56,C1000629,40809.78,42078.04,0,0
187,CASH_IN,936.91,M2000195,274465.59,273528.68,C1000644,8320.57,9257.48,0,0
187,CASH_IN,3504.19,M2000050,348390.22,344886.03,C1001230,15125.06,18629.25,0,0
187,TRANSFER,247.4,C1001425,22795.55,22548.15,C1000972,30617.74,30865.14,0,0
187,CASH_IN,358.39,M2000285,192515.89,192157.5,C1000967,9411.78,9770.17,0,0
187,TRANSFER,26391.08,C1000174,10619.54,0,C1001101,109144.01,109144.01,1,0
188,PAYMENT,307.68,C1000452,39999.38,39691.7,M2000222,25095.33,25403.01,0,0
188,CASH_IN,610.81,M2000016,134011.53,133400.72,C1001335,43047.14,43657.95,0,0
188,TRANSFER,74.63,C1001456,21086.01,21011.38,C1000498,4852.57,4927.2,0,0
189,PAYMENT,768.76,C1001063,0,0,M2000240,496142.95,496911.71,0,0
189,TRANSFER,368.71,C1000979,16718.58,16349.87,C1001160,23870.96,24239.67,0,0
189,TRANSFER,862.78,C1000520,41370.18,40507.4,C1000963,14099.02,14961.8,0,0
189,TRANSFER,276385.67,C1000810,31495.43,0,C1000631,5081.67,5081.67,1,1
189,TRANSFER,28222.98,C1000611,17389.19,0.0,C1000149,280128.48,308351.46,1,0
190,TRANSFER,201.96,C1001311,15545.0,15343.04,C1001345,12498.61,12700.57,0,0
190,PAYMENT,81.29,C1001396,47702.69,47621.4,M2000183,193430.62,193511.91,0,0
190,PAYMENT,218.94,C1001123,3988.0,3769.06,M2000040,32845.44,33064.38,0,0
190,CASH_IN,473.1,M2000252,359047.46,358574.36,C1000595,40219.91,40693.01,0,0
190,CASH_IN,37.9,M2000009,333587.88,333549.98,C1000702,8893.3,8931.2,0,0
191,PAYMENT,1145.67,C1000976,20316.95,19171.28,M2000068,100540.4,101686.07,0,0
191,PAYMENT,336.18,C1000082,14253.04,13916.86,M2000049,340113.17,340449.35,0,0
191,CASH_IN,334.77,M2000143,383462.56,383127.79,C1000164,10159.73,10494.5,0,0
191,CASH_IN,260.14,M2000203,169278.38,169018.24,C1000522,17367.51,17627.65,0,0
191,PAYMENT,688.42,C1000686,4630.2,3941.78,M2000202,418796.23,419484.65,0,0
192,CASH_IN,86.4,M2000268,280889.12,280802.72,C1000493,30571.77,30658.17,0,0
192,CASH_IN,64.28,M2000192,295246.17,295181.89,C1000208,1863.67,1927.95,0,0
192,TRANSFER,453.64,C1000099,27496.73,27043.09,C1000790,49543.7,49997.34,0,0
192,PAYMENT,2883.71,C1001277,24627.55,21743.84,M2000002,244890.17,247773.88,0,0
192,PAYMENT,55.39,C1001245,8926.94,8871.55,M2000006,223162.5,223217.89,0,0
192,CASH_IN,685.59,M2000049,339855.61,339170.02,C1000785,30390.17,31075.76,0,0
193,TRANSFER,137.18,C1000339,45867.79,45730.61,C1000424,16152.87,16290.05,0,0
193,TRANSFER,666.66,C1001498,36958.79,36292.13,C1000916,37393.12,38059.78,0,0
193,CASH_IN,228.26,M2000148,407665.86,407437.6,C1000020,5601.26,5829.52,0,0
193,CASH_OUT,106.53,C1001151,9565.11,9458.58,C1000191,31848.33,31954.86,0,0
193,TRANSFER,47277.08,C1001333,25972.14,0.0,C1001251,40404.54,40404.54,1,0
194,TRANSFER,153.67,C1001437,19304.85,19151.18,C1001054,46458.73,46612.4,0,0
194,TRANSFER,454.26,C1001424,33869.61,33415.35,C1000617,28828.58,29282.84,0,0
194,DEBIT,232.69,C1000016,27156.59,26923.9,M2000231,463913.83,464146.52,0,0
194,CASH_OUT,351.96,C1001199,37958.25,37606.29,C1000351,45196.21,45548.17,0,0
194,PAYMENT,931.52,C1000935,34676.18,33744.66,M2000036,209667.53,210599.05,0,0
194,TRANSFER,62.79,C1001277,23476.15,23413.36,C1000460,19881.58,19944.37,0,0
195,CASH_OUT,1580.3,C1001129,6601.69,5021.39,C1001350,24395.81,25976.11,0,0
195,CASH_OUT,372.44,C1000275,13565.98,13193.54,C1000521,11108.37,11480.81,0,0
